"","institutionCode","catalogNumber","order","family","genus","scientificName","sex","recordedBy","recordNumber","eventDate","locality","decimalLatitude","decimalLongitude","verbatimElevationInMeters","DEMElevationInMeters","preparations","habitat","burnStatus","basisOfRecord","recordSource","site","county","residuals","percentDeviation"
"136","ASU","ASUMAC008961","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus intermedius","f","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0093",2022-12-10,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.3134099999999,-110.714251,1184.78759884454,1184.78759884454,"alc | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,-2.74305259660743,2.75591823527199
"137","ASU","ASUMAC008969","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus intermedius","m","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0094",2022-12-10,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.3140519999999,-110.713517,1173,1196.67007976483,"alc | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,20.8581254401646,20.9559555384519
"138","ASU","ASUMAC008976","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi","m","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0095",2022-12-10,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.3131029999999,-110.712616,1169,1167.01799780828,"alc | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,-4.81733760662004,4.83993218794474
"139","ASU","ASUMAC008962","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi","f","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0096",2022-12-10,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.313523,-110.713298,1153,1179.98778947347,"alc | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,24.0589296976323,24.1717724103563
"140","ASU","ASUMAC008977","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi","m","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0097",2022-12-10,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.313406,-110.712865,1171,1174.00148407005,"alc | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,0.177839200267463,0.178673312924969
"141","ASU","ASUMAC008963","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi","m","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0098",2022-12-10,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.3135809999999,-110.713356,1153,1182.36875288755,"alc | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,26.4398931117123,26.563903169531
"142","ASU","ASUMAC008964","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi","f","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0099",2022-12-10,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.3132749999999,-110.712707,1168,1170.84119780766,"alc | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,1.71202014611072e-05,1.72004997120906e-05
"143","ASU","ASUMAC008970","Rodentia","Cricetidae","Neotoma","Neotoma albigula","f","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0100",2022-12-10,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.3147519999999,-110.712438,1184,1199.07199670607,"alc | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,12.3243403795493,12.3821447797633
"144","ASU","ASUMAC008979","Rodentia","Cricetidae","Neotoma","Neotoma albigula","f","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0101",2022-12-10,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.3140339999999,-110.71266,1178,1181.19109576128,"alc | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,0.408367799407587,0.410283151871451
"145","ASU","ASUMAC008971","Rodentia","Cricetidae","Neotoma","Neotoma albigula","f","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0102",2022-12-10,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.3134099999999,-110.713256,1217,1176.62224508869,"alc | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,-42.9325172433963,43.1338820493416
"146","ASU","ASUMAC008980","Rodentia","Cricetidae","Neotoma","Neotoma albigula","m","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0103",2022-12-10,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.314039,-110.712479,1155,1178.28314353578,"alc | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,20.3659743050595,20.4614960849863
"147","ASU","ASUMAC008981","Rodentia","Cricetidae","Neotoma","Neotoma albigula","m","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0104",2022-12-10,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.313867,-110.712791,1175,1180.58230084288,"alc | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,2.78203706333175,2.79508554940617
"148","ASU","ASUMAC008972","Rodentia","Cricetidae","Sigmodon","Sigmodon ochrognathus","m","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0105",2022-12-10,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.3133789999999,-110.712829,1170,1173.57383007617,"skin | skull | skel | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,0.744339933828768,0.747831084032774
"149","ASU","ASUMAC008965","Rodentia","Cricetidae","Sigmodon","Sigmodon ochrognathus","m","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0106",2022-12-10,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.3140149999999,-110.712783,1173,1182.83479930931,"skin | skull | skel | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,7.02284498464463,7.05578397607389
"150","ASU","ASUMAC008978","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi","f","Upham, Nathan S.; Rowsey, Dakota M.; Hess, Savage C.; Zamora Chavez, Luisa; Liao, Rosie; Baez, Justin; Rivera, Damien; Vargas, Karla; Bucci, Melanie; Dean, Brianna","NSU0107",2022-12-11,"Santa Catalina Mts., 0.7 km NE Babad Do'ag Trailhead",32.313198,-110.712913,1166,1172.02519940247,"alc | tiss","Upland Sonoran Desertscrub/Semidesert Grassland ecotone","unburned","PRESERVED_SPECIMEN","ASU post-2020","SDS",NA,3.1723281698942,3.18720722398516
"151","ASU","ASUVTC000782","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","m","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.","DMR0067",2021-11-21,"Santa Catalina Mts., Stratton Canyon at intersection with Old Mt. Lemmon Hwy, deciduous woodland along W bank of wash N of road",32.5021709999999,-110.683396,1331,1341.179599436,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICN",NA,8.29119817559559,8.33008607732793
"152","ASU","ASUVTC002526","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","f","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0222",2023-07-08,"Santa Catalina Mts., Manzanita Vista",32.3726899999999,-110.702358,1924,1917.83396545075,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,-4.58818918239636,4.60970899729833
"153","ASU","ASUVTC002528","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","f","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0223",2023-07-08,"Santa Catalina Mts., Manzanita Vista",32.3731119999999,-110.701581,1909,1927.07173201219,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,19.5618982906646,19.6536487424466
"154","ASU","ASUVTC002530","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","f","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0224",2023-07-08,"Santa Catalina Mts., Manzanita Vista",32.3720569999999,-110.70291,1894,1901.91622561007,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,9.3187128001652,9.36242001593424
"155","ASU","ASUVTC002532","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","m","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0225",2023-07-08,"Santa Catalina Mts., Manzanita Vista",32.373119,-110.701679,1915,1928.76145921009,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,15.2866971239161,15.3583957569697
"156","ASU","ASUVTC002534","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","f","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0226",2023-07-08,"Santa Catalina Mts., Manzanita Vista",32.3727919999999,-110.701615,1909,1919.52127436918,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,12.0114406476545,12.067777465769
"157","ASU","ASUVTC002536","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","m","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0227",2023-07-08,"Santa Catalina Mts., Manzanita Vista",32.3731099999999,-110.701411,1912,1923.64239493324,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,13.1500970293903,13.2117744456358
"158","ASU","ASUVTC002538","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","f","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0228",2023-07-08,"Santa Catalina Mts., Manzanita Vista",32.372242,-110.703131,1902,1903.44283156229,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,2.89208093285413,2.90564555364076
"159","ASU","ASUVTC002541","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","f","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0229",2023-07-08,"Santa Catalina Mts., Manzanita Vista",32.3728449999999,-110.702072,1928,1924.19516845274,"ectos","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,-2.20360509017176,2.2139405780456
"160","ASU","ASUVTC002544","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","m","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0230",2023-07-08,"Santa Catalina Mts., Manzanita Vista",32.3726139999999,-110.702428,1925,1915.27985434854,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,-8.13645501204759,8.17461712761363
"161","ASU","ASUVTC002546","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","f","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0231",2023-07-08,"Santa Catalina Mts., Manzanita Vista",32.372861,-110.701123,1896,1909.45241957785,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,14.8665973130625,14.9363255674306
"162","ASU","ASUVTC002548","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","f","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0232",2023-07-09,"Santa Catalina Mts., Manzanita Vista",32.373265,-110.701372,1915,1923.20679703794,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,9.73203495176628,9.77768075721498
"163","ASU","ASUVTC002550","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","f","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0233",2023-07-09,"Santa Catalina Mts., Manzanita Vista",32.3720289999999,-110.703188,1884,1894.80831263511,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,12.1523470996192,12.2093448060807
"164","ASU","ASUVTC002552","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","f","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0234",2023-07-09,"Santa Catalina Mts., Manzanita Vista",32.372855,-110.70121,1897,1911.89296467577,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,16.3129876835411,16.3894998894446
"165","ASU","ASUVTC002554","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","f","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0235",2023-07-09,"Santa Catalina Mts., Manzanita Vista",32.3728479999999,-110.701344,1904,1915.68874415809,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,13.1496840737714,13.2113595531463
"166","ASU","ASUVTC002556","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","f","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0236",2023-07-09,"Santa Catalina Mts., Manzanita Vista",32.373125,-110.701713,1917,1928.70830018819,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,13.2452286471333,13.3073522557051
"167","ASU","ASUVTC002558","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","m","Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad","DMR0237",2023-07-09,"Santa Catalina Mts., Manzanita Vista",32.372857,-110.701191,1896,1911.37922019976,"ear","Interior Chaparral","unburned","MATERIAL_SAMPLE","ASU post-2020","ICS",NA,16.7933979349726,16.872163391402
"168","ASU","ASUVTC001340","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","m","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0118",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, NW (Downstream) of Rose Canyon Dam",32.387717,-110.712658,2113,2127.70277543725,"feces","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,17.3853773176815,17.466919313228
"169","ASU","ASUVTC001348","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","m","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0120",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, Hillside NE of Rose Canyon Lake",32.388863,-110.711114,2152.58696719132,2152.58696719132,"feces","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,2.91399849343395,2.92766591334852
"170","ASU","ASUVTC001350","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","m","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0121",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, Hillside NE of Rose Canyon Lake",32.3885859999999,-110.711294,2133,2150.92735836976,"ear","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,20.7268657013641,20.8240801569281
"171","ASU","ASUVTC001352","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","f","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0122",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, Hillside NE of Rose Canyon Lake",32.3885179999999,-110.711291,2133,2148.09944620813,"feces","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,17.8989535397339,17.9829043429379
"172","ASU","ASUVTC001358","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","m","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0124",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, Hillside NE of Rose Canyon Lake",32.389409,-110.710999,2117,2157.6643973955,"feces","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,43.3703803661663,43.5737988654054
"173","ASU","ASUVTC001360","Rodentia","Sciuridae","Neotamias","Neotamias dorsalis","f","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0125",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, Hillside NE of Rose Canyon Lake",32.389358,-110.71116,2160.75642659712,2160.75642659712,"feces","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,2.96175121031736,2.97564260304289
"174","ASU","ASUVTC001372","Rodentia","Sciuridae","Neotamias","Neotamias dorsalis","f","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0128",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, Hillside NE of Rose Canyon Lake",32.389961,-110.710493,2128,2150.67036202136,"feces","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,25.4406429901707,25.5599663019113
"175","ASU","ASUVTC001374","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","m","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0129",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, Hillside NE of Rose Canyon Lake",32.390168,-110.710345,2133,2152.44359775433,"feces","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,22.2431050859339,22.3474311032941
"176","ASU","ASUVTC001376","Rodentia","Sciuridae","Neotamias","Neotamias dorsalis","f","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0130",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, Hillside NE of Rose Canyon Lake",32.390391,-110.710459,2140,2159.70759784744,"ear","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,22.5480220869543,22.6537782453051
"177","ASU","ASUVTC001377","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","m","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0131",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, Riparian Corridor E (Upstream) of Rose Canyon Lake",32.390197,-110.706631,2126,2146.69027729084,"feces","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,23.4488677145339,23.5588490759855
"178","ASU","ASUVTC001380","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii","m","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0132",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, Riparian Corridor E (Upstream) of Rose Canyon Lake",32.390135,-110.706703,2125,2147.60923132767,"feces","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,25.3619764788051,25.4809308239018
"179","ASU","ASUVTC001386","Rodentia","Sciuridae","Neotamias","Neotamias dorsalis","m","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0134",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, Hillside NE of Rose Canyon Lake",32.388863,-110.711114,2152.58696719132,2152.58696719132,"feces","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,2.91399849343395,2.92766591334852
"180","ASU","ASUVTC001388","Rodentia","Sciuridae","Neotamias","Neotamias dorsalis","f","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0135",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, Riparian Corridor E (Upstream) of Rose Canyon Lake",32.3903669999999,-110.70684,2101,2146.07965737198,"feces","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,47.6921159817083,47.9158045584887
"181","ASU","ASUVTC001390","Rodentia","Sciuridae","Neotamias","Neotamias dorsalis","f","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0136",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, Riparian Corridor E (Upstream) of Rose Canyon Lake",32.389972,-110.70771,2118,2146.11739645112,"feces","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,30.8292246943448,30.9738218725821
"182","ASU","ASUVTC001396","Rodentia","Sciuridae","Neotamias","Neotamias dorsalis","m","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Vidaure, Michael; Gilbert, Edward; Gilbert Kleker, Aven; Luedke, Kory; Walker, Lindsay; Pearson, Katie; Post, Greg","DMR0138",2022-05-13,"Santa Catalina Mts., Rose Canyon Campground, Riparian Corridor E (Upstream) of Rose Canyon Lake",32.38942,-110.708095,2117,2148.51749115917,"feces","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,34.223474129836,34.3839912313109
"183","ASU","ASUVTC001399","Rodentia","Sciuridae","Neotamias","Neotamias dorsalis","m","Rowsey, Dakota M.; Upham, Nathan S.; Smith, Stephanie M.; Zamora Chavez, Luisa; Liao, Rosie; Vidaure, Michael; Gilbert, Edward; Kleker, Dorea; Gilbert Kleker, Aven; Luedke, Kory","DMR0140",2022-05-14,"Santa Catalina Mts., Rose Canyon Campground, Hillside NE of Rose Canyon Lake",32.3890469999999,-110.710962,2137,2151.28794376752,"feces","Madrean Oak Woodland","unburned","MATERIAL_SAMPLE","ASU post-2020","OWS",NA,17.1108321893586,17.1910864959915
